Rank,College,FullCollegeName,City,State,FirstSeason,Seasons,Wins,Losses,Win_Perc,FullSchoolName,Titles,Years
NA,UNLV,University of Nevada Las Vegas,Las Vegas,NV,1969,49,1100,477,0.6975269499,University of Nevada Las Vegas,1,1990
